Id,SalePrice
1461,125887.96
1462,182238.5
1463,183709.66
1464,199618.97
1465,198981.83
1466,174647.47
1467,172453.28
1468,167614.16
1469,186706.38
1470,125470.8
1471,159881.64
1472,103027.92
1473,98527.9
1474,147051.33
1475,111840.4
1476,376265.06
1477,264938.7
1478,293845.28
1479,300072.9
1480,518038.66
1481,326141.16
1482,209991.61
1483,178175.22
1484,163811.08
1485,183048.38
1486,195113.88
1487,313412.25
1488,227016.34
1489,195598.7
1490,246914.05
1491,195816.05
1492,92124.3
1493,184229.34
1494,277601.8
1495,279139.5
1496,227602.95
1497,176093.4
1498,173446.39
1499,158749.53
1500,160318.89
1501,179750.72
1502,148226.6
1503,352938.44
1504,235295.34
1505,229338.1
1506,181246.19
1507,250589.61
1508,201851.4
1509,165743.23
1510,150895.4
1511,154631.95
1512,184728.23
1513,153763.88
1514,148174.62
1515,198108.53
1516,145689.23
1517,157819.23
1518,129142.07
1519,207707.02
1520,126216.375
1521,134328.88
1522,173493.64
1523,118954.23
1524,122563.89
1525,115295.875
1526,105971.58
1527,104912.86
1528,141642.83
1529,149026.92
1530,189638.06
1531,118072.45
1532,99106.73
1533,160184.44
1534,121602.74
1535,141579.47
1536,107035.266
1537,57015.76
1538,159530.6
1539,281880.53
1540,88604.43
1541,136958.42
1542,133384.47
1543,204388.89
1544,79100.984
1545,125770.336
1546,164317.92
1547,128098.23
1548,141704.25
1549,121259.45
1550,127862.555
1551,110049.7
1552,156629.83
1553,152367.64
1554,121599.31
1555,164015.27
1556,140232.02
1557,117740.13
1558,111549.36
1559,65546.44
1560,200261.89
1561,115209.93
1562,125791.65
1563,122163.32
1564,155088.64
1565,142262.67
1566,272049.56
1567,80142.29
1568,232420.22
1569,124200.7
1570,139947.78
1571,103343.02
1572,139868.34
1573,241822.58
1574,132541.48
1575,225390.12
1576,243716.16
1577,187470.31
1578,154344.5
1579,140188.56
1580,190549.17
1581,156546.12
1582,127226.5
1583,295646.84
1584,210135.73
1585,140641.5
1586,72494.19
1587,99905.53
1588,163511.61
1589,94350.586
1590,130072.25
1591,86789.77
1592,136529.27
1593,128262.984
1594,136339.31
1595,112550.38
1596,235802.05
1597,198192.81
1598,213239.5
1599,154072.78
1600,145096.9
1601,67685.65
1602,131792.36
1603,194315.7
1604,266311.9
1605,224878.95
1606,169803.94
1607,170117.55
1608,201623.92
1609,182246.22
1610,160856.2
1611,140972.4
1612,193700.38
1613,174052.19
1614,121797.37
1615,91347.78
1616,69645.02
1617,88911.2
1618,133157.75
1619,163411.14
1620,189316.95
1621,136545.69
1622,152350.4
1623,240959.39
1624,203430.62
1625,120877.555
1626,176371.03
1627,183045.3
1628,289015.44
1629,179368.53
1630,375093.22
1631,228130.0
1632,245829.56
1633,172354.73
1634,179358.34
1635,169784.17
1636,152771.78
1637,210538.05
1638,193533.34
1639,185145.03
1640,248351.55
1641,182114.69
1642,257220.08
1643,226682.08
1644,231314.06
1645,210450.48
1646,158465.22
1647,152289.75
1648,132716.81
1649,143771.53
1650,120528.59
1651,125855.04
1652,102454.21
1653,108156.695
1654,147341.84
1655,132663.12
1656,140929.56
1657,148352.67
1658,151553.39
1659,124947.336
1660,148783.25
1661,425691.38
1662,384008.84
1663,371269.78
1664,595895.1
1665,313011.0
1666,287602.62
1667,392609.1
1668,315073.62
1669,297084.22
1670,340555.94
1671,266894.97
1672,421147.97
1673,287778.7
1674,248824.67
1675,198174.98
1676,207644.48
1677,213685.4
1678,539020.25
1679,401182.47
1680,308949.3
1681,265865.78
1682,320037.34
1683,195890.05
1684,170471.83
1685,170476.62
1686,168558.05
1687,172161.56
1688,192685.8
1689,188095.5
1690,191309.81
1691,175602.6
1692,257055.53
1693,168870.08
1694,180876.48
1695,174345.02
1696,284141.53
1697,178613.62
1698,339966.97
1699,304485.7
1700,254091.8
1701,262703.97
1702,249004.33
1703,243826.42
1704,275741.66
1705,246785.75
1706,346861.88
1707,230379.2
1708,205369.98
1709,262858.9
1710,223067.94
1711,260964.4
1712,251028.1
1713,288794.0
1714,210061.33
1715,207187.31
1716,173472.89
1717,167447.36
1718,139795.92
1719,202627.86
1720,261869.19
1721,159055.02
1722,119295.72
1723,156444.02
1724,210159.75
1725,241748.86
1726,204144.11
1727,151467.94
1728,180693.33
1729,180484.06
1730,151174.16
1731,116600.25
1732,134772.75
1733,115103.55
1734,147242.03
1735,115622.336
1736,113300.34
1737,439120.44
1738,241935.94
1739,230641.36
1740,199466.77
1741,176358.4
1742,175644.64
1743,168560.25
1744,464711.6
1745,236535.5
1746,174398.38
1747,228636.42
1748,222707.88
1749,149744.83
1750,133756.08
1751,236518.05
1752,121754.84
1753,152061.47
1754,190286.86
1755,165861.58
1756,132015.7
1757,124874.25
1758,151239.42
1759,161182.2
1760,160319.11
1761,141441.06
1762,183090.55
1763,179163.0
1764,117609.2
1765,175606.98
1766,185396.94
1767,214015.86
1768,145556.12
1769,159634.28
1770,156674.3
1771,137986.78
1772,143463.3
1773,145642.23
1774,141622.72
1775,142334.92
1776,145203.44
1777,109903.36
1778,137312.69
1779,126162.95
1780,171599.9
1781,130485.125
1782,95390.26
1783,140399.64
1784,106517.6
1785,148032.58
1786,154676.11
1787,146961.47
1788,65722.4
1789,106508.516
1790,81165.15
1791,186160.84
1792,153827.25
1793,122952.66
1794,149126.11
1795,130780.79
1796,131851.78
1797,117109.695
1798,125224.34
1799,110990.31
1800,132103.6
1801,126972.01
1802,134041.27
1803,149508.53
1804,133796.56
1805,131914.6
1806,139027.27
1807,148476.19
1808,111847.945
1809,121950.74
1810,141789.78
1811,137625.53
1812,114804.34
1813,133791.81
1814,105855.734
1815,54470.562
1816,116210.445
1817,118145.586
1818,164318.25
1819,148069.19
1820,45198.9
1821,105943.68
1822,155209.1
1823,28568.828
1824,158453.56
1825,169996.94
1826,115521.336
1827,96896.96
1828,149316.16
1829,150918.19
1830,152964.44
1831,154557.61
1832,33320.305
1833,150888.55
1834,126285.76
1835,94872.94
1836,144691.73
1837,86031.35
1838,120890.76
1839,116000.77
1840,176586.67
1841,129004.82
1842,98966.24
1843,131454.94
1844,147777.05
1845,147413.12
1846,159901.55
1847,171614.17
1848,57428.86
1849,93863.32
1850,122033.69
1851,142175.95
1852,134490.6
1853,126149.0
1854,161308.62
1855,177921.7
1856,230678.58
1857,112447.98
1858,139420.88
1859,111653.17
1860,170029.86
1861,116330.44
1862,304842.62
1863,284626.47
1864,284652.5
1865,362506.53
1866,334903.4
1867,214329.73
1868,285138.9
1869,202661.34
1870,225463.95
1871,239589.14
1872,171460.44
1873,244626.55
1874,158889.08
1875,199722.84
1876,200818.5
1877,214403.45
1878,207466.47
1879,129631.85
1880,139776.89
1881,249587.73
1882,245970.08
1883,191708.52
1884,201660.03
1885,210701.6
1886,274863.72
1887,212094.7
1888,269531.9
1889,175151.52
1890,114046.59
1891,112813.555
1892,92618.15
1893,142975.64
1894,124146.15
1895,132708.89
1896,117987.48
1897,118940.99
1898,114347.555
1899,162984.19
1900,170649.61
1901,264609.03
1902,166274.75
1903,197920.89
1904,151858.14
1905,215875.3
1906,137548.6
1907,192592.08
1908,108552.19
1909,129486.414
1910,116785.28
1911,216190.86
1912,307119.78
1913,150966.48
1914,55171.695
1915,373302.66
1916,31142.15
1917,233193.39
1918,146192.89
1919,164458.62
1920,174465.69
1921,411288.94
1922,335538.88
1923,218983.62
1924,214464.69
1925,199144.16
1926,383763.66
1927,130854.98
1928,164547.52
1929,124848.63
1930,150119.08
1931,131979.44
1932,138729.53
1933,209938.05
1934,183669.27
1935,168532.19
1936,188096.7
1937,186391.03
1938,164481.58
1939,248579.89
1940,201773.78
1941,177933.39
1942,184409.27
1943,211370.52
1944,369748.66
1945,399482.7
1946,160297.56
1947,241955.9
1948,200132.44
1949,288005.4
1950,185350.67
1951,250531.67
1952,205360.23
1953,219831.7
1954,180080.42
1955,149860.27
1956,363272.4
1957,166616.92
1958,254053.66
1959,139818.34
1960,115712.96
1961,129640.57
1962,98419.234
1963,106175.36
1964,111959.36
1965,141429.0
1966,136311.97
1967,288547.75
1968,396727.12
1969,380966.78
1970,412234.72
1971,444278.3
1972,378397.4
1973,273462.03
1974,334158.22
1975,567337.06
1976,274264.88
1977,367089.78
1978,369157.94
1979,311324.06
1980,199592.64
1981,327541.2
1982,224000.25
1983,204436.39
1984,172784.02
1985,233787.8
1986,219617.12
1987,185030.38
1988,171401.77
1989,190983.95
1990,210211.38
1991,223367.0
1992,204395.86
1993,164109.64
1994,215579.06
1995,184107.8
1996,245515.81
1997,294609.9
1998,364406.22
1999,282331.9
2000,322101.7
2001,286659.28
2002,265196.34
2003,267875.44
2004,279099.88
2005,229660.88
2006,220553.5
2007,249998.88
2008,211351.22
2009,200246.81
2010,183994.67
2011,132874.97
2012,174866.69
2013,183252.2
2014,186254.39
2015,213818.97
2016,197611.31
2017,187308.42
2018,121082.45
2019,136662.38
2020,96862.57
2021,97373.35
2022,211621.44
2023,140457.17
2024,275567.78
2025,381342.75
2026,167512.67
2027,160847.62
2028,147468.62
2029,162511.67
2030,252484.48
2031,241313.92
2032,251582.36
2033,268427.16
2034,168261.89
2035,225528.5
2036,183661.02
2037,196787.78
2038,300010.88
2039,199045.77
2040,359448.66
2041,380020.75
2042,210986.92
2043,175350.53
2044,175914.62
2045,200281.81
2046,156561.64
2047,146662.16
2048,140838.23
2049,136796.53
2050,169090.12
2051,110692.52
2052,126456.13
2053,147253.33
2054,100820.74
2055,194919.98
2056,141630.0
2057,110014.3
2058,204571.02
2059,142024.12
2060,171719.7
2061,171317.89
2062,134005.38
2063,121386.3
2064,141051.42
2065,111589.13
2066,175855.88
2067,103682.805
2068,146064.8
2069,93692.34
2070,110928.61
2071,105904.68
2072,162552.62
2073,127438.65
2074,178352.69
2075,173909.86
2076,123654.98
2077,165587.89
2078,116829.96
2079,125192.086
2080,125903.625
2081,115997.5
2082,140644.64
2083,143814.27
2084,119275.195
2085,121372.805
2086,123102.01
2087,122146.484
2088,95517.24
2089,88021.1
2090,138050.06
2091,104722.17
2092,116295.91
2093,110340.61
2094,105274.97
2095,140238.16
2096,93161.85
2097,99635.414
2098,149721.27
2099,48299.098
2100,40810.24
2101,104525.31
2102,117689.3
2103,102398.45
2104,134352.97
2105,142516.61
2106,77976.836
2107,179169.52
2108,126145.56
2109,118058.08
2110,118143.16
2111,148526.92
2112,147204.94
2113,112978.734
2114,114785.36
2115,148036.72
2116,108804.5
2117,142624.62
2118,140437.42
2119,115318.23
2120,113685.12
2121,76657.305
2122,129638.84
2123,86671.734
2124,152385.02
2125,130981.1
2126,157320.5
2127,175298.86
2128,125129.35
2129,79438.25
2130,155235.88
2131,137447.31
2132,139199.23
2133,146364.22
2134,139472.83
2135,125146.38
2136,71295.8
2137,137440.88
2138,132979.69
2139,145964.89
2140,135765.3
2141,159173.97
2142,134195.22
2143,152172.47
2144,112718.29
2145,142282.58
2146,183955.7
2147,135461.06
2148,132581.89
2149,138918.44
2150,219016.53
2151,111593.73
2152,161629.08
2153,218325.92
2154,107173.28
2155,133282.72
2156,253456.06
2157,222220.83
2158,238022.38
2159,224961.42
2160,175184.64
2161,225191.98
2162,427957.38
2163,328535.2
2164,222603.88
